무인교통단속카메라관리번호,시도명,시군명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
J0421,경기도,용인시,시도,,흥덕2로65번길,3,경기도 용인시 기흥구 흥덕2로65번길 20,경기도 용인시 기흥구 영덕동 993-9,37.2733276,127.0724975,아이미래유치원 건너편 어린이보호구역(휴먼시아3단지→휴먼시아1단지),1,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0422,경기도,용인시,시도,,흥덕4로30번길,3,경기도 용인시 기흥구 흥덕4로16번길 21,경기도 용인시 기흥구 영덕동 1123-11번지,37.2731238,127.0934375,숲리라유치원 어린이보호구역(숲리라유치원→추원사),1,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0424,경기도,용인시,시도,,진선로66번길,3,경기도 용인시 수지구 진산로66번길 20,경기도 용인시 수지구 풍덕천동 1172번지,37.31674701,127.095637,풍천초등학교 앞 사거리 어린이보호구역(풍천초교삼거리→이현중학교),1,30,2,2024,경기도남부경찰청,031-888-3952,2025-03-28
J0425,경기도,용인시,시도,,용구대로2152번길,3,,경기도 용인시 기흥구 신갈동 167-13,37.2796519,127.1071227,기흥해맑은어린이집 어린이보호구역(기흥구청→신갈중학교입구오거리),1,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0426,경기도,용인시,시도,,용구대로2152번길,3,,경기도 용인시 기흥구 신갈동 2,37.27960501,127.1075331,기흥해맑은어린이집 어린이보호구역(신갈중학교입구오거리→기흥구청),1,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0428,경기도,용인시,시도,,한보라2로,2,경기도 용인시 기흥구 한보라2로 85-5,경기도 용인시 기흥구 보라동 222-2,37.2510888,127.1124823,휴먼시아4단지 앞 어린이보호구역(딸기어린이집)(한국민속촌→한일초교),1,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0429,경기도,용인시,시도,,강남동로,3,,경기도 용인시 기흥구 상하동 642,37.2744992,127.1366849,강남유치원삼거리(갈곡초교→용인강남학교),1,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0880,경기도,용인시,시도,,중부대로1299번길,3,,경기도 용인시 처인구 역북동 423-44,37.23707901,127.189321,우리꽃집 앞(명지대역→명지대학교)),2,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
H7708,경기도,용인시,시도,,구성로,3,,경기도 용인시 기흥구 언남동 240-2,37.29339301,127.121116,동부아파트 삼거리(경찰대사거리-&amp;gt;구성초),2,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
H7709,경기도,용인시,시도,,풍덕천로,3,경기도 용인시 수지구 풍덕천로 142,경기도 용인시 수지구 풍덕천동 717-1번지,37.32378401,127.096746,(풍덕천동717-1)수풍소공원사거리,2,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
G6527,경기도,용인시,시도,,서그내로,3,경기도 용인시 기흥구 서그내로 46-2,경기도 용인시 기흥구 서천동 287-8번지,37.24325301,127.073821,(서천동 287-8) 서천초교삼거리 어린이보호구역,2,30,2,2020,경기도남부경찰청,031-888-3952,2025-03-28
G6985,경기도,용인시,시도,,신고매로,3,,경기도 용인시 기흥구 고매동 440-6,37.2226593,127.1140939,이케아(IKEA) 입구(롯데프리미엄아울렛-&amp;gt;기흥IC),2,50,99,2021,경기도남부경찰청,031-888-3952,2025-03-28
H0257,경기도,용인시,시도,,전대로,3,,경기도 용인시 처인구 포곡읍 전대리 198-1,37.2836595,127.2195235,코오롱글로벌연구소 앞 어린이보호구역(포곡초교)(포곡,2,30,2,2021,경기도남부경찰청,031-888-3952,2025-03-28
H0258,경기도,용인시,시도,,백옥대로,3,,경기도 용인시 처인구 이동읍 천리 1104,37.1892445,127.2061953,신미주2단지입구삼거리(용인시청→이동읍행정복지센터),2,50,99,2021,경기도남부경찰청,031-888-3952,2025-03-28
H0259,경기도,용인시,시도,,고림로,3,,경기도 용인시 처인구 고림동 652-7,37.2470523,127.2203456,고림고후문삼거리(이삭아파트→용인종합운동장),2,50,99,2021,경기도남부경찰청,031-888-3952,2025-03-28
H0260,경기도,용인시,시도,,덕성산단1로,3,,경기도 용인시 처인구 이동읍 덕성리 1304,37.17017201,127.207912,씨엔테크산업 앞 교차로(덕성일반산업단지→남북대로),2,50,99,2021,경기도남부경찰청,031-888-3952,2025-03-28
H0261,경기도,용인시,지방도,98,한터로,3,,경기도 용인시 처인구 고림동 971-1,37.2521783,127.2193985,유림교사거리(유방동→고림초교),2,50,99,2021,경기도남부경찰청,031-888-3952,2025-03-28
H0262,경기도,용인시,시도,,용구대로 2518번길,3,,경기도 용인시 기흥구 보정동 1387,37.3095554,127.110369,보정초교 앞 사거리 어린이보호구역(보정역→보정초교),2,30,2,2021,경기도남부경찰청,031-888-3952,2025-03-28
H0245,경기도,용인시,시도,,중부대로,3,,경기도 용인시 기흥구 상하동 81-1,37.2513913,127.1494948,용인효자병원 앞(용인시청→기흥역),1,60,99,2021,경기도남부경찰청,031-888-3952,2025-03-28
H0246,경기도,용인시,시도,,청강가창로,3,,경기도 용인시 처인구 백암면 가창리 314-14,37.18683101,127.3669636,신창마을 입구(마장면→백암면행정복지센터),1,60,99,2021,경기도남부경찰청,031-888-3952,2025-03-28
H0247,경기도,용인시,시도,,처인성로185번길,3,,경기도 용인시 처인구 남사면 봉무리 664-5,37.1136336,127.1502401,남사농협 앞 어린이보호구역(남사초교)(남사초교→남사,1,30,2,2021,경기도남부경찰청,031-888-3952,2025-03-28
H0249,경기도,용인시,일반국도,17,중양대로,3,,경기도 용인시 처인구 원삼면 맹리 595-10,37.1880481,127.3281877,대상양지물류센터 앞(백암면→양지IC),1,70,99,2021,경기도남부경찰청,031-888-3952,2025-03-28
H0250,경기도,용인시,시도,,한택로,3,,경기도 용인시 처인구 백암면 장평리 637-3,37.1180589,127.3775687,장평초교 앞 어린이보호구역(장평리→석천리),1,30,2,2021,경기도남부경찰청,031-888-3952,2025-03-28
H0251,경기도,용인시,시도,,강남서로,3,,경기도 용인시 기흥구 구갈동 570,37.2746272,127.1273417,성지초교삼거리 어린이보호구역(강남마을→강남대역),2,30,2,2021,경기도남부경찰청,031-888-3952,2025-03-28
H0256,경기도,용인시,시도,,금학로,3,,경기도 용인시 처인구 마평동 916,37.23575901,127.2161879,용마초등학교사거리 어린이보호구역(용인종합운동장→동부동행정복지센,2,30,2,2021,경기도남부경찰청,031-888-3952,2025-03-28
H2188,경기도,용인시,지방도,321,곡현로,3,,경기도 용인시 처인구 모현읍 매산리 521-1,37.32943011,127.2214701,중촌마을 버스정류장 앞(광주시청-&amp;gt;용인시청),1,60,99,2022,경기도남부경찰청,031-888-3952,2025-03-28
H8128,경기도,용인시,시도,,이현로30번길,3,,경기도 용인시 기흥구 보정동 1019-11,37.30915301,127.098968,현대홈타운 정문(자연유치원) (솔뫼마을현대홈타운사거리 → 자연유치원)&amp;lt;어린이보호구역&amp;gt;,2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8129,경기도,용인시,시도,,동백3로,3,경기도 용인시 기흥구 동백중앙로 175,경기도 용인시 기흥구 중동 853-1,37.26983901,127.154592,성산마을서해그랑블사거리 (용인시립동백도서관 → 동백역),2,50,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H4493,경기도,용인시,시도,,동백8로,3,,경기도 용인시 기흥구 동백동 669,37.2856951,127.1536042,호수마을휴먼시아사거리 어린이보호구역(동막초교)(동백중학교→동백지하차도),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H4494,경기도,용인시,시도,,새천년로,3,,경기도 용인시 기흥구 신갈동 687,37.2893152,127.1155135,신릉초.중학교사거리 어린이보호구역(언남초교→용인면허시험장),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
J1439,경기도,용인시,시도,,고기로,3,,경기도 용인시 수지구 동천동 171-19,37.3428879,127.0967338,남영골프클럽 입구 어린이보호구역(동천초교)(고기동→동천역),2,30,2,2024,경기도남부경찰청,031-888-3952,2025-03-28
J1440,경기도,용인시,시도,,현암로125번길,3,,경기도 용인시 수지구 죽전동 1163,37.3352367,127.1266632,죽전건영캐스빌 905동 앞 어린이보호구역(대청초교)(안터교차로→대청초교),2,30,2,2024,경기도남부경찰청,031-888-3952,2025-03-28
J1441,경기도,용인시,시도,,대지로127번길,3,경기도 용인시 수지구 대지로 129,경기도 용인시 수지구 죽전동 1219-2번지,37.33010601,127.123179,현암중학교사거리 어린이보호구역(현암초교)(반도유보라→용인대덕초교),2,30,2,2024,경기도남부경찰청,031-888-3952,2025-03-28
J1442,경기도,용인시,시도,,대지로,3,,경기도 용인시 수지구 죽전동 1220,37.32963201,127.125359,현암초교삼거리 어린이보호구역(현암중학교→성현교),2,30,2,2024,경기도남부경찰청,031-888-3952,2025-03-28
J1443,경기도,용인시,시도,,현암로,3,,경기도 용인시 수지구 죽전동 549-1,37.33144501,127.111941,만현삼거리 어린이보호구역(죽전초교)(죽전효주아녜스성당→죽전교차로),2,30,2,2024,경기도남부경찰청,031-888-3952,2025-03-28
J1454,경기도,용인시,시도,,중부대로,3,,경기도 용인시 기흥구 상하동 362-3,37.2668019,127.136031,고인돌마을사거리(구갈교사거리→아주레미콘사거리),2,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1455,경기도,용인시,시도,,언동로,3,,경기도 용인시 기흥구 상하동 483-9,37.2762024,127.1440643,아이파크A진입로삼거리(어정마을삼거리→어정사거리),2,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1457,경기도,용인시,지방도,23,용구대로,3,,경기도 용인시 기흥구 신갈동 388-96,37.2827791,127.1056165,"신안아파트사거리 1,2차로(용인운전면허시험장→신갈교입구사거리)",2,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1458,경기도,용인시,지방도,23,용구대로,3,,경기도 용인시 기흥구 신갈동 388-96,37.2827791,127.1056165,신안아파트사거리 3차로(용인운전면허시험장→신갈교입구사거리),2,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1459,경기도,용인시,지방도,98,한터로,3,,경기도 용인시 처인구 고림동 592-16,37.25066201,127.223306,산골말입구사거리(고림초등학교삼거리→용인IC),2,50,99,2024,경기도남부경찰청,031-888-3952,2025-03-28
J1460,경기도,용인시,지방도,82,경기동로,3,,경기도 용인시 처인구 남사읍 북리 947-3,37.14373401,127.1453879,남사교사거리(삼화전자삼거리→지펙스앞삼거리),2,60,99,2024,경기도남부경찰청,031-888-3952,2025-03-28
J1461,경기도,용인시,시도,,한숲로,3,,경기도 용인시 처인구 남사읍 완장리 952-1,37.1596917,127.1753592,남곡초교 부근 삼거리 어린이보호구역(한숲시티2단지→처인성로),2,30,2,2024,경기도남부경찰청,031-888-3952,2025-03-28
J1462,경기도,용인시,시도,,고림로,3,경기도 용인시 처인구 고림로 72,경기도 용인시 처인구 고림동 786-2,37.2395249,127.2146869,용인서울병원 맞은편 어린이보호구역(용마초교)(용마초교→덕영고교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8091,경기도,용인시,시도,,탑실로,3,,경기도 용인시 기흥구 공세동 144,37.24055901,127.115835,공세초교입구삼거리 (르노삼성중앙연구소 → 탑실어린이공원)&amp;lt;어린이보호구역&amp;gt;,2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8093,경기도,용인시,시도,,기흥역로58번길,3,,경기도 용인시 기흥구 구갈동 214-3,37.27161201,127.121087,한얼초교 앞 (기흥역 → 기흥역센트럴푸르지오아파트)&amp;lt;어린이보호구역&amp;gt;,2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8094,경기도,용인시,시도,,동백8로,3,경기도 용인시 기흥구 동백평촌로 15,경기도 용인시 기흥구 동백동 604번지 호수마을계룡리슈빌,37.28541101,127.153944,호수마을휴먼시아사거리 (동막초교) (동백지하차도사거리 → 동백중학교)&amp;lt;어린이보호구역&amp;gt;,2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8096,경기도,용인시,시도,,흥덕3로,3,,경기도 용인시 기흥구 영덕동 1168,37.27192011,127.082139,흥덕마을12단지사거리 (석현초교) (영덕고가 →  흥덕IC)&amp;lt;어린이보호구역&amp;gt;,2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H7366,경기도,용인시,시도,,성복2로,3,,경기도 용인시 수지구 성복동 538-21,37.3195603,127.0568465,숲속이레어린이집 앞 어린이보호구역(버들치마을사거리→서수지IC),1,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8090,경기도,용인시,시도,,고매로,3,,경기도 용인시 기흥구 고매동 386-4,37.23134701,127.110574,기흥써니밸리 앞 (기흥초교) (기흥초교삼거리 → 롯데아울렛)&amp;lt;어린이보호구역&amp;gt;,2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8900,경기도,용인시,시도,,신봉2로,3,,경기도 용인시 수지구 신봉동 999,37.32964601,127.069637,신봉2어린이공원 어린이보호구역(신봉초교)(신일초교→신봉초교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0403,경기도,용인시,시도,,경안천로256번길,3,,경기도 용인시 처인구 고림동 820-133,37.25086501,127.2265601,꿈에월드어린이집 건너편 어린이보호구역(보평역→고림교삼거리),1,30,2,2024,경기도남부경찰청,031-888-3952,2025-03-28
J0404,경기도,용인시,시도,,백옥대로587번길,3,,경기도 용인시 처인구 이동읍 천리 199-2,37.19016401,127.2035495,이동초등학교 건너편 어린이보호구역(용천중학교→이동농협),1,30,2,2024,경기도남부경찰청,031-888-3952,2025-03-28
J0566,경기도,용인시,시도,,기흥로,3,,경기도 용인시 기흥구 구갈동 279,37.28168011,127.115992,기흥ICT밸리입구삼거리(기흥역→신갈역),2,50,99,2024,경기도남부경찰청,031-888-3952,2025-03-28
J0567,경기도,용인시,시도,,기흥로,3,,경기도 용인시 기흥구 구갈동 279,37.28128301,127.115695,기흥ICT밸리입구삼거리(신갈역→기흥역),2,50,99,2024,경기도남부경찰청,031-888-3952,2025-03-28
J0565,경기도,용인시,시도,,동백죽전대로527번길,3,,경기도 용인시 기흥구 동백동 417,37.2852888,127.1497541,용인동백두산위브더제니스아파트(상하동→동막초교),2,50,99,2024,경기도남부경찰청,031-888-3952,2025-03-28
J1211,경기도,용인시,시도,,한보라1로43번길,3,,경기도 용인시 기흥구 보라동 659,37.2503619,127.1102496,온샘유치원 앞 어린이보호구역(나산초교→한보라3단지사거리),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1212,경기도,용인시,시도,,법조로,3,,경기도 용인시 수지구 상현동 1168-3,37.2994764,127.0736915,상현고교삼거리 어린이보호구역(새빛초교)(법조로사거리→상현도서관),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1213,경기도,용인시,시도,,정평로,3,,경기도 용인시 수지구 풍덕천동 799,37.3235964,127.0925498,한성한국A사거리 어린이보호구역(토월초교)(정평초교→현대A사거리),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1214,경기도,용인시,시도,,정평로,3,,경기도 용인시 수지구 풍덕천동 778,37.3233965,127.092656,한성한국A사거리 어린이보호구역(토월초교)(현대A사거리→정평초교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1215,경기도,용인시,시도,,풍덕천로,3,경기도 용인시 수지구 풍덕천로 86,경기도 용인시 수지구 풍덕천동 1097번지,37.3212538,127.0925981,신월초교 정문 어린이보호구역(정평중학교→수지구청역),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1216,경기도,용인시,시도,,정평로,3,경기도 용인시 수지구 정평로 41,경기도 용인시 수지구 풍덕천동 1025번지 우성아파트,37.3198567,127.0873159,신정마을6차우성아파트 앞 어린이보호구역(정평중학교→정평초교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1217,경기도,용인시,시도,,진산로,3,,경기도 용인시 수지구 풍덕천동 212-1,37.3175695,127.0948736,풍천초교삼거리 어린이보호구역(이현중학교삼거리→롯데마트사거리),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1218,경기도,용인시,시도,,성복2로,3,,경기도 용인시 수지구 성복동 14-12,37.3135987,127.0834737,정평2교삼거리 어린이보호구역(수지초교)(정평사거리→성복역),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1220,경기도,용인시,시도,,정평로13번길,3,,경기도 용인시 수지구 풍덕천동 1217,37.3162797,127.0858635,수지초교 정문 어린이보호구역(정평중학교→이편한세상수지아파트),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1228,경기도,용인시,시도,,서천로,3,,경기도 용인시 기흥구 서천동 797,37.23989901,127.0749195,서천중학교입구사거리 어린이보호구역(서농초교)(서천파출소→영일중학교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1229,경기도,용인시,시도,,용인향교로,3,,경기도 용인시 기흥구 언남동 320-3,37.29664011,127.119829,힐스테이트 앞 어린이보호구역(교동초교)(교동초교→구성래미안2차사거리),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1322,경기도,용인시,시도,,신촌로73번길,3,경기도 용인시 기흥구 신촌로73번길 24,경기도 용인시 기흥구 보정동 1302번지,37.3083365,127.111502,보정초교 정문 어린이보호구역(포스홈타운2단지→한성CC),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8890,경기도,용인시,시도,,법조로,3,경기도 용인시 수지구 광교마을로 63,경기도 용인시 수지구 상현동 1126번지,37.29934801,127.072368,새빛초등학교 맞은편 앞 어린이보호구역(상현고교→상현중학교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8892,경기도,용인시,시도,,상현로,3,,경기도 용인시 수지구 상현동 355-2,37.30279401,127.075356,PEC스포츠아카데미 앞 어린이보호구역(서원초교)(서원초교→상현지구대),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8893,경기도,용인시,시도,,탄천상로,3,경기도 용인시 수지구 탄천상로 30,경기도 용인시 수지구 죽전동 1154번지 현인마을이-편한세상,37.33313601,127.111855,e편한세상305동 앞 어린이보호구역(죽전초교)(만현삼거리→오리교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8894,경기도,용인시,시도,,푸른솔로,3,경기도 용인시 수지구 푸른솔로 98,경기도 용인시 수지구 죽전동 1247번지,37.32778701,127.117715,대일초교 후문 어린이보호구역(대지초교→대일초교사거리),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8819,경기도,용인시,시도,,신봉1로,3,,경기도 용인시 수지구 신봉동 1004,37.3282026,127.068482,신봉초교사거리 어린이보호구역(신봉마을6단지→수지구청),2,50,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8820,경기도,용인시,시도,,탄천상로,3,,경기도 용인시 수지구 죽전동 589-13,37.33289301,127.111647,힐스테이트101동 앞 어린이보호구역(죽전초교)(오리교→만현삼거리),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8821,경기도,용인시,시도,,구성로,3,경기도 용인시 기흥구 구성로 51,경기도 용인시 기흥구 마북동 333번지,37.29492901,127.115344,구성초교삼거리 어린이보호구역(구성파출소→마북삼거리),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8823,경기도,용인시,시도,,무인로,3,,경기도 용인시 수지구 풍덕천동 746,37.33306501,127.095074,아이큰별어린이집 앞 어린이보호구역(수지중학교→초입마을사거리),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8860,경기도,용인시,시도,,강남서로,3,,경기도 용인시 기흥구 구갈동 569,37.27534601,127.127948,성지초교 정문 앞 어린이보호구역(구갈동주민센터삼거리→강남마을3단지삼거리),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8861,경기도,용인시,시도,,서천서로,3,,경기도 용인시 기흥구 서천동 733-1,37.23680501,127.068243,예닮유치원 앞 어린이보호구역(서눙동행정복지센터→서천고교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8862,경기도,용인시,시도,,관곡로,3,,경기도 용인시 기흥구 신갈동 161-1,37.28296901,127.107865,산양초교사거리 어린이보호구역(태광컨트리클럽→기흥구청),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8863,경기도,용인시,시도,,기흥로116번길,3,,경기도 용인시 기흥구 신갈동 695,37.28915901,127.118831,언남초교입구사거리 어린이보호구역(신갈역→성원상떼빌2차아파트),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0463,경기도,용인시,시도,,광교호수로,3,,경기도 용인시 수지구 상현동 306-18,37.30195801,127.083479,상현동성당 앞 어린이보호구역(지예슬유치원)(서원중학교→상현2동주민센터),1,30,2,2024,경기도남부경찰청,031-888-3952,2025-03-28
J0464,경기도,용인시,시도,,동천로,3,,경기도 용인시 수지구 동천동 559-3,37.3399669,127.0721128,아뜰리에자연학교 입구 어린이보호구역(광교산→한빛중학교),1,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0465,경기도,용인시,시도,,만현로,3,,경기도 용인시 수지구 상현동 862-4,37.3054668,127.0850602,수자원공사삼거리 어린이보호구역(상현공원→소현초교),1,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0564,경기도,용인시,시도,,동백죽전대로,3,경기도 용인시 기흥구 평촌1로8번길 11-28,경기도 용인시 기흥구 동백동 607-1,37.28541011,127.150597,동백지하차도사거리(청덕지하차도→어정역),2,50,99,2024,경기도남부경찰청,031-888-3952,2025-03-28
J1206,경기도,용인시,시도,,관곡로,3,경기도 용인시 기흥구 관곡로 95,경기도 용인시 기흥구 구갈동 355번지,37.2799709,127.1137805,기흥구청사거리 어린이보호구역(샛별유치원)(기흥역→관곡초등학교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1208,경기도,용인시,시도,,구갈로28번길,3,경기도 용인시 기흥구 기흥로38번길 6,경기도 용인시 기흥구 구갈동 272번지 한국토지공사토두리빌,37.2794329,127.1136926,기흥구청사거리 어린이보호구역(샛별유치원)(관곡초등학교→기흥역),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1209,경기도,용인시,시도,,구갈로60번길,3,,경기도 용인시 기흥구 구갈동 370-1,37.2796694,127.1135022,기흥구청사거리 어린이보호구역(샛별유치원)(기흥ICT밸리→신갈중학교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1210,경기도,용인시,시도,,한보라1로43번길,3,,경기도 용인시 기흥구 보라동 659,37.2504693,127.1101082,온샘유치원 맞은편 어린이보호구역(한보라3단지사거리→나산초교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1238,경기도,용인시,시도,,동백8로,1,경기도 용인시 기흥구 동백8로 108,경기도 용인시 기흥구 동백동 600번지,37.2837019,127.1621587,백현초교 앞 어린이보호구역(동백중학교→백현중학교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1186,경기도,용인시,시도,,경안천로256번길,3,,경기도 용인시 처인구 고림동 483-8,37.2629271,127.223765,예간어린이집 어린이보호구역(고진역→금평마을영화아파트),2,30,2,2024,경기도남부경찰청,031-888-3952,2025-03-28
J1187,경기도,용인시,지방도,321,지방도321,3,,경기도 용인시 처인구 남사읍 아곡리 504,37.14034101,127.186149,아곡1리남산동 입구(한숲시티→남사초등학교),2,60,99,2024,경기도남부경찰청,031-888-3952,2025-03-28
J0765,경기도,용인시,시도,,흥덕중앙로105번길,3,경기도 용인시 기흥구 흥덕중앙로105번길 9,경기도 용인시 기흥구 영덕동 962번지,37.2772771,127.0789535,흥덕마을10단지삼거리 어린이보호구역(샘말초교)(태광CC→흥덕중학교삼거리),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0643,경기도,용인시,시도,,신촌로47번길,3,경기도 용인시 기흥구 신촌로73번길 35,경기도 용인시 기흥구 보정동 1323-1,37.30819401,127.110162,포스홈타운2단지정문 어린이보호구역(보정초교)(포스홈타운1단지→신촌로),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0644,경기도,용인시,시도,,용구대로2771,3,,경기도 용인시 수지구 동천동 220-2,37.33782012,127.1045299,창죽마을벽산첼시빌 앞 어린이보호구역(나라유치원)(분당→죽전중학교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H7603,경기도,용인시,일반국도,42,중부대로,3,경기도 용인시 기흥구 중부대로 202,경기도 용인시 기흥구 영덕동 104-1,37.27129901,127.090359,대호주유소 앞(수원→신갈),1,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8011,경기도,용인시,시도,,사은로126번길,3,경기도 용인시 기흥구 사은로126번길 26,경기도 용인시 기흥구 보라동 554번지,37.25371701,127.120436,나곡초교정문앞 (나곡초교입구삼거리 → 나곡중학교)&amp;lt;어린이보호구역&amp;gt;,1,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8012,경기도,용인시,시도,,중부대로788번길,3,,경기도 용인시 기흥구 상하동 625,37.25743901,127.140759,상하초교후문 (쌍용3단지아파트 → 쌍용아파트입구삼거리)&amp;lt;어린이보호구역&amp;gt;,1,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8014,경기도,용인시,일반국도,43,포은대로,3,,경기도 용인시 처인구 모현읍 오산리 149-8,37.33225601,127.1599011,예림마을 건너편 (광주 → 죽전),1,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8018,경기도,용인시,시도,,청강가창로,3,,경기도 용인시 처인구 백암면 가창리 314-18,37.18661701,127.367014,백암초교수정분교입구 (근곡사거리 → 청강문화산업대),1,60,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8019,경기도,용인시,시도,,중앙대로748번길,3,,경기도 용인시 처인구 백암면 백봉리 199-5,37.13720301,127.399452,백봉초등학교 앞(양양주유소앞사거리 → 백봉교)&amp;lt;어린이보호구역&amp;gt;,1,30,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8020,경기도,용인시,시도,,한택로,3,,경기도 용인시 처인구 백암면 장평리 660-8,37.11806401,127.377778,장평초교삼거리(용인 → 안성)&amp;lt;어린이보호구역&amp;gt;,1,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8021,경기도,용인시,시도,,백원로,3,,경기도 용인시 처인구 원삼면 두창리 987-4,37.15571601,127.341083,두창정미소건너편(두창초교) (두창사거리 → 두창5리마을회관)&amp;lt;어린이보호구역&amp;gt;,1,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H7026,경기도,용인시,시도,,풍덕천로22번길,1,경기도 용인시 수지구 풍덕천로22번길 59,경기도 용인시 수지구 풍덕천동 582-5,37.3149286,127.0836881,한일타운101동 앞 삼거리 어린이보호구역(수지초교)(성복역→수지초교),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H7029,경기도,용인시,시도,,마북로,3,,경기도 용인시 기흥구 마북동 237-1,37.3014186,127.1212816,교동마트 앞 사거리 어린이보호구역(아이원유치원)(교동교→구성고교),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H7031,경기도,용인시,시도,,광교마을로,3,,경기도 용인시 수지구 상현동 1168,37.2985129,127.0714428,새빛초등학교삼거리 어린이보호구역(법조로사거리→상현역),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H7032,경기도,용인시,시도,,수지로,3,경기도 용인시 수지구 수지로342번길 3,경기도 용인시 수지구 풍덕천동 747,37.3280143,127.0947217,풍덕천1동주민센터사거리 어린이보호구역,2,50,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
